RECORDID,DAM_NAME,OTHER_DAM_NAME,DAM_FORMER_NAME,STATEID,NIDID,LONGITUDE,LATITUDE,SECTION,COUNTY,RIVER,CITY,DISTANCE,OWNER_NAME,OWNER_TYPE,DAM_DESIGNER,PRIVATE_DAM,DAM_TYPE,CORE,FOUNDATION,PURPOSES,YEAR_COMPLETED,YEAR_MODIFIED,DAM_LENGTH,DAM_HEIGHT,STRUCTURAL_HEIGHT,HYDRAULIC_HEIGHT,NID_HEIGHT,MAX_DISCHARGE,MAX_STORAGE,NORMAL_STORAGE,NID_STORAGE,SURFACE_AREA,DRAINAGE_AREA,HAZARD,EAP,INSPECTION_DATE,INSPECTION_FREQUENCY,STATE_REG_DAM,STATE_REG_AGENCY,SPILLWAY_TYPE,SPILLWAY_WIDTH,OUTLET_GATES,VOLUME,NUMBER_OF_LOCKS,LENGTH_OF_LOCKS,WIDTH_OF_LOCKS,FED_FUNDING,FED_DESIGN,FED_CONSTRUCTION,FED_REGULATORY,FED_INSPECTION,FED_OPERATION,FED_OWNER,FED_OTHER,SOURCE_AGENCY,STATE,SUBMIT_DATE,URL_ADDRESS,CONG_NAME,PARTY,CONG_DIST,OTHERSTRUCTUREID,NUMSEPARATESTRUCTURES,PERMITTINGAUTHORITY,INSPECTIONAUTHORITY,ENFORCEMENTAUTHORITY,JURISDICTIONALDAM,EAP_LAST_REV_DATE
4066,CHATSWORTH,,,,CA00067,-118.6322,34.2278,,LOS ANGELES,TR LOS ANGELES R,1,1,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,RS,S,1918,,2700,45,0,35,45,0,0,9886,9886,607,5.4,H,Y,7/27/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,739304,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Brad Sherman (D),D,CA30,,0,Y,Y,Y,Y,
4067,DRY CANYON,,,,CA00068,-118.5293,34.4813,,LOS ANGELES,DRY CANYON CR,1,1,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,Y,RE,X,RS,C,1912,,780,66,0,57.4,66,0,0,1140,1140,58,4.5,H,Y,7/12/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,360000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Katie Hill (D),D,CA25,,0,Y,Y,Y,Y,
4068,ELYSIAN,,,,CA00069,-118.23,34.0779,,LOS ANGELES,TR LOS ANGELES R,,0,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,R,S,1943,,480,71,0,67,71,0,0,167,167,6,0.08,H,Y,7/13/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,93700,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Jimmy Gomez (D),D,CA34,,0,Y,Y,Y,Y,
4069,ENCINO,,,,CA00070,-118.511,34.1482,,LOS ANGELES,ENCINO CREEK,,0,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,R,S,1924,,1850,168,0,155,168,0,0,9789,9789,158,1.4,H,Y,7/26/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,3158406,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Brad Sherman (D),D,CA30,,0,Y,Y,Y,Y,
4070,FAIRMONT,,,,CA00071,-118.4274,34.7049,,LOS ANGELES,ANTELOPE VALLEY,2,2,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,R,CR,1912,,4300,121,0,112,121,0,0,7507,7507,172,2.64,S,N,7/12/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,696300,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Katie Hill (D),D,CA25,,0,Y,Y,Y,Y,
4071,BIG PINE CREEK,,,,CA00072,-118.4857,37.1245,,INYO,BIG PINE CREEK,1,1,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,Y,ER,X,R,HS,,,50,14,0,7,14,0,0,1071,1071,35,7.5,H,Y,9/27/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,0,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,Y,Y,Y,Y,
4072,LOWER FRANKLIN,,,,CA00075,-118.412,34.0947,,LOS ANGELES,FRANKLIN CANYON,,0,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,S,C,1922,,500,103,0,91.8,103,0,0,920,920,22,1.12,H,Y,7/26/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,272350,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Ted Lieu (D),D,CA33,,0,Y,Y,Y,Y,
4073,LOWER SAN FERNANDO,LOWER VAN NORMAN L,,,CA00076,-118.4812,34.2853,,LOS ANGELES,SAN FERNANDO CREEK,,0,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,U,S,1918,,1840,125,0,115,125,0,0,9843,9843,224,13.7,H,Y,8/29/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,2826986,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Brad Sherman (D),D,CA30,,0,Y,Y,Y,Y,
4074,DRINKWATER,,,,CA00077,-118.5234,34.5302,,LOS ANGELES,OFFSTREAM,9,9,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,Y,RE,X,S,HOS,1923,,448,105,0,100,105,0,0,92,92,4,0.03,H,Y,4/10/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,107000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Katie Hill (D),D,CA25,,0,Y,Y,Y,Y,
4075,MULHOLLAND,HOLLYWOOD RESERVOIR,,,CA00078,-118.3324,34.1179,,LOS ANGELES,WEID CANYON,,0,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,PG,X,R,S,1924,,933,195,0,160,195,0,0,4036,4036,82,1,H,Y,7/13/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,303000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Adam B. Schiff (D),D,CA28,,0,Y,Y,Y,Y,
4076,SILVER LAKE,,,,CA00081,-118.2667,34.0933,,LOS ANGELES,TR BALLONA CREEK,,0,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,S,S,1976,,760,43,0,34,43,0,0,2020,2020,77,0.12,H,Y,8/29/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,500000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Adam B. Schiff (D),D,CA28,,0,Y,Y,Y,Y,01-DEC-15
4077,HAIWEE,SOUTH RESERVOIR,,,CA00082,-117.9531,36.1376,,INYO,ROSE VALLEY,3,3,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,S,S,1913,,1555,81,0,67,81,0,0,60600,60600,1350,89,H,Y,10/3/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,988665,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,Y,Y,Y,Y,01-JUN-17
4078,STONE CANYON,,,,CA00083,-118.4551,34.1067,,LOS ANGELES,STONE CANYON CR,,0,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,RS,S,1924,,1150,188,0,174.8,188,0,0,10372,10372,138,1.4,H,Y,7/26/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,3346402,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Ted Lieu (D),D,CA33,,0,Y,Y,Y,Y,
4079,TINEMAHA,,,,CA00084,-118.2281,37.0558,,INYO,OWENS RIVER,15,15,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,S,OS,1928,,5800,32,0,22.5,32,0,0,16405,16405,2098,1915,H,Y,10/3/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,495900,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,Y,Y,Y,Y,01-JUN-17
4080,UPPER FRANKLIN DAM,,,,CA00085,-118.425,34.09167,,LOS ANGELES,,"BEVERLY HILLS, CA",3,DOI NPS,F,,N,RE,,,CFS,1915,1983,260,40,0,0,40,192,150,0,150,0,0,S,Y,7/27/2006,0,N,,C,0,,0,0,0,0,DOI NPS,,,DOI NPS,DOI BR,DOI NPS,DOI NPS,,DOI NPS,CA,02-NOV-18,,Ted Lieu (D),D,CA33,UPPER FRANKLIN DAM,0,N,N,N,N,24-AUG-17
4081,UPPER SAN FERNANDO,,,,CA00086,-118.4936,34.3028,,LOS ANGELES,SAN FERNANDO CR,,0,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,S,CS,1921,,1740,82,0,75.5,82,0,0,1848,1848,78,0.53,L,N,7/20/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,572300,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Brad Sherman (D),D,CA30,,0,Y,Y,Y,Y,
4082,UPPER HOLLYWOOD,,,,CA00087,-118.3352,34.1247,,LOS ANGELES,WEID CANYON,,0,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,S,OS,1933,,368,87,0,81.5,87,0,0,196,196,8,0.37,L,N,7/13/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,155400,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Adam B. Schiff (D),D,CA28,,0,Y,Y,Y,Y,
4083,BOUQUET CANYON,BOUQUET RESERVOIR,,,CA00088,-118.3866,34.5784,,LOS ANGELES,BOUQUET CREEK,16,16,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,Y,RE,X,R,S,1934,,1180,190,0,175,190,0,0,36505,36505,628,13.6,H,Y,7/12/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,2966000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Katie Hill (D),D,CA25,,0,Y,Y,Y,Y,
4084,GRANT LAKE,,,,CA00089,-119.1026,37.8621,,MONO,RUSH CREEK,6,6,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,Y,RE,X,R,S,1940,,700,87,0,72,87,0,0,47525,47525,1095,60,H,Y,10/4/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,490000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,Y,Y,Y,Y,
4085,LONG VALLEY,"CROWLEY, LAKE",,,CA00090,-118.7064,37.5872,,MONO,OWENS RIVER,20,20,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,RS,HRS,1941,,595,126,0,111,126,0,0,183465,183465,5280,437,H,Y,10/4/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,1045000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,Y,Y,Y,Y,
4086,WALKER LAKE,,,,CA00091,-119.1587,37.8775,,MONO,WALKER CREEK,6,6,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,Y,RE,X,S,HS,,,310,12,0,7.8,12,0,0,540,540,87,6.2,L,N,10/4/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,0,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,Y,Y,Y,Y,
4087,SARDINE LAKE,,,,CA00092,-119.197,37.858,,MONO,WALKER CREEK,,0,U.S. FOREST SERVICE,F,,N,ER,X,U,S,,,60,9,0,6.5,9,0,0,385,385,19,1.64,U,N,,0,N,,U,0,,0,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,N,N,N,N,
4088,CHANNEL DIVERSION DIKE,,,,CA00093,-118.4886,34.2943,,LOS ANGELES,STORM DR CHANNEL,,0,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,R,C,1940,,390,42,0,34.4,42,0,0,437,437,28,6.3,L,N,8/29/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,40000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Brad Sherman (D),D,CA30,,0,Y,Y,Y,Y,
4089,EAGLE ROCK,,,,CA00094,-118.1911,34.1463,,LOS ANGELES,OFFSTREAM,,0,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,R,OS,1953,,495,113,0,108,113,0,0,254,254,7,0,H,Y,7/21/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,322000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Jimmy Gomez (D),D,CA34,,0,Y,Y,Y,Y,
4090,UPPER GORGE,,,,CA00095,-118.5898,37.5459,,MONO,OWENS RIVER,12,12,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,Y,PG,X,R,CH,1953,,37,44,0,35,44,0,0,26,26,2,457,L,Y,9/28/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,3672,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,Y,Y,Y,Y,
4091,GREEN VERDUGO,,,,CA00096,-118.3355,34.2575,,LOS ANGELES,TR TUJUNGA WASH,1,1,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,S,S,1953,,452,118,0,112,118,0,0,99,99,3,0.04,H,Y,7/20/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,97000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Adam B. Schiff (D),D,CA28,,0,Y,Y,Y,Y,
4092,UPPER STONE CANYON,,,,CA00097,-118.4558,34.119,,LOS ANGELES,STONE CANYON CR,,0,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,S,S,1954,,740,111,0,104.5,111,0,0,425,425,14,0.66,L,N,7/26/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,331000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Ted Lieu (D),D,CA33,,0,Y,Y,Y,Y,
4093,PLEASANT VALLEY,,,,CA00098,-118.525,37.4141,,INYO,OWENS RIVER,8,8,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,RS,HOS,1957,,530,87,0,76,87,0,0,3825,3825,115,575,H,Y,9/28/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,403000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,Y,Y,Y,Y,
4094,YARNELL DEBRIS BASIN,,,,CA00099,-118.4863,34.3055,,LOS ANGELES,TR BULL CANYON,,0,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,R,CD,1963,,1290,42,0,30,42,0,0,77.5,77.5,10,1.87,L,N,4/10/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,93000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Brad Sherman (D),D,CA30,,0,Y,Y,Y,Y,
4095,SANTA YNEZ CANYON,,,,CA00100,-118.5674,34.0725,,LOS ANGELES,TR SANTA YNEZ CAN,2,2,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,R,OS,1968,,455,157,0,150,157,0,0,356,356,9,0.23,H,Y,7/27/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,623000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Ted Lieu (D),D,CA33,,0,Y,Y,Y,Y,
4096,LOWER VAN NORMAN BYPASS,,,,CA00101,-118.485,34.2912,,LOS ANGELES,OFFSTREAM,,0,CITY OF LOS ANGELES DEPARTMENT OF WATER AND POWER,L,,N,RE,X,R,OS,1970,,600,78,0,69.3,78,0,0,240,240,12,0.03,L,N,7/20/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,500000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Brad Sherman (D),D,CA30,,0,Y,Y,Y,Y,
4097,MILLIKEN,,,,CA00102,-122.2289,38.3773,,NAPA,MILLIKEN CREEK,5.7,5.7,CITY OF NAPA,L,,N,VA,X,R,S,1924,,647,110,0,110,110,0,0,1980,1980,44,9.3,H,Y,11/21/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,19320,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Mike Thompson (D),D,CA05,,0,Y,Y,Y,Y,
4098,CONN CREEK,HENNESSEY,,,CA00104,-122.3737,38.4821,,NAPA,CONN CREEK,4.3,4.3,CITY OF NAPA,L,,N,RE,X,RS,S,1946,,700,125,0,110,125,0,0,31000,31000,790,54,H,Y,11/21/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,500000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Mike Thompson (D),D,CA05,,0,Y,Y,Y,Y,
4099,BARRETT,,,,CA00106,-116.6714,32.6796,,SAN DIEGO,COTTONWOOD CR,5,5,CITY OF SAN DIEGO,L,,Y,PG,X,R,S,1922,,750,161,0,151,161,0,0,44755,44755,891,252,H,Y,11/7/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,139569,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Juan Vargas (D),D,CA51,,0,Y,Y,Y,Y,
4100,CHOLLAS,,,,CA00107,-117.0649,32.738,,SAN DIEGO,TR CHOLLAS CREEK,0.5,0.5,CITY OF SAN DIEGO,L,,N,RE,X,S,OS,1901,,565,50,0,40.4,50,0,0,310,310,18,0.1,H,Y,11/6/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,63426,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Juan Vargas (D),D,CA51,,0,Y,Y,Y,Y,
4101,"HODGES, LAKE",,,,CA00108,-117.1292,33.0459,,SAN DIEGO,SAN DIEGUITO RIVER,3,3,CITY OF SAN DIEGO,L,,N,MV,X,R,S,1918,,729,131,0,116,131,0,0,37700,37700,1317,303,H,Y,9/14/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,18128,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Scott H. Peters (D),D,CA52,,0,Y,Y,Y,Y,
4102,SAVAGE,LOWER OTAY RESERVOIR,,,CA00109,-116.9274,32.6094,,SAN DIEGO,OTAY RIVER,9,9,CITY OF SAN DIEGO,L,,N,PG,X,R,S,1919,,750,149,0,144,149,0,0,56500,56500,1110,101.2,H,Y,11/6/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,83000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Juan Vargas (D),D,CA51,,0,Y,Y,Y,Y,
4103,MORENA,,,,CA00110,-116.5479,32.686,,SAN DIEGO,COTTONWOOD CR,8,8,CITY OF SAN DIEGO,L,,Y,ER,X,R,S,1912,,550,181,0,167,181,0,0,50206,50206,1475,114,H,Y,11/7/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,335300,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Juan Vargas (D),D,CA51,,0,Y,Y,Y,Y,
4104,EL CAPITAN,,,,CA00111,-116.8093,32.8856,,SAN DIEGO,SAN DIEGO RIVER,7,7,CITY OF SAN DIEGO,L,,Y,RE,X,R,S,1934,,1170,237,0,217,237,0,0,112800,112800,1562,190,H,Y,2/8/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,2679680,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Duncan Hunter (R),R,CA50,,0,Y,Y,Y,Y,
4105,UPPER OTAY,,,,CA00112,-116.9322,32.649,,SAN DIEGO,PROCTOR VAL CR,9,9,CITY OF SAN DIEGO,L,,N,VA,X,R,S,1901,,283,78,0,56,78,0,0,2825,2825,88,12.6,L,N,11/6/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,3300,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Duncan Hunter (R),R,CA50,,0,Y,Y,Y,Y,
4106,SAN VICENTE,,,,CA00113,-116.9272,32.9116,,SAN DIEGO,SAN VICENTE CREEK,3,3,CITY OF SAN DIEGO,L,,N,RC,X,R,CS,1943,,1425,338,0,324.5,338,0,0,245000,245000,1675,74.2,H,Y,3/8/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,911800,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Duncan Hunter (R),R,CA50,,0,Y,Y,Y,Y,
4107,SUTHERLAND,,,,CA00114,-116.7852,33.1182,,SAN DIEGO,SANTA YSABEL CREEK,6,6,CITY OF SAN DIEGO,L,,Y,MV,X,R,CS,1954,,1020,162,0,145,162,0,0,29000,29000,550,54,H,Y,3/8/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,51500,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Duncan Hunter (R),R,CA50,,0,Y,Y,Y,Y,
4108,MIRAMAR,,,,CA00115,-117.1076,32.9156,,SAN DIEGO,BIG SURR CREEK,1,1,CITY OF SAN DIEGO,L,,N,RE,X,S,S,1960,,2265,165,0,159,165,0,0,7250,7250,162,1.03,H,Y,2/7/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,834000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Scott H. Peters (D),D,CA52,,0,Y,Y,Y,Y,
4109,MURRAY,,,,CA00116,-117.0469,32.7823,,SAN DIEGO,CHAPARRAL,0.5,0.5,CITY OF SAN DIEGO,L,,N,MV,X,R,S,1918,,870,110,0,104,110,0,0,4818,4818,200,3.6,H,Y,10/9/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,8224,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Susan A. Davis (D),D,CA53,,0,Y,Y,Y,Y,
4110,BERNARDO RESERVOIR,,,,CA00118,-117.0835,33.0077,,SAN DIEGO,OFFSTREAM,0.5,0.5,CITY OF SAN DIEGO,L,,N,RE,X,R,S,1964,,830,54,0,51,54,0,0,30,30,2,0,H,Y,2/8/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,81500,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Scott H. Peters (D),D,CA52,,0,Y,Y,Y,Y,
4111,EARLY INTAKE,,,,CA00120,-119.9569,37.8755,,TUOLUMNE,TUOLUMNE RIVER,23,23,SAN FRANCISCO PUBLIC UTILITIES COMMISSION,L,,Y,VA,X,R,CHS,1925,,262,56,0,46,56,0,0,115,115,7,488,L,Y,1/5/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,16564,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Tom McClintock (R),R,CA04,,0,Y,Y,Y,Y,18-APR-16
4112,LAKE ELEANOR,,,,CA00121,-119.8818,37.974,,TUOLUMNE,ELEANOR CREEK,30,30,SAN FRANCISCO PUBLIC UTILITIES COMMISSION,L,,N,MV,X,R,HS,1918,,1260,61,0,61,61,0,0,28600,28600,953,80.4,H,Y,4/24/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,11640,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Tom McClintock (R),R,CA04,,0,Y,Y,Y,Y,18-APR-16
4113,MOCCASIN LOWER,,,,CA00122,-120.3057,37.8123,,TUOLUMNE,MOCCASIN CREEK,27,27,SAN FRANCISCO PUBLIC UTILITIES COMMISSION,L,,N,RE,X,R,HOS,1930,,720,60,0,50.5,60,0,0,554,554,29,25.9,H,Y,4/25/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,130000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Tom McClintock (R),R,CA04,,0,Y,Y,Y,Y,18-APR-16
4114,O' SHAUGHNESSY,HETCH HETCHY RES,,,CA00123,-119.789,37.9484,,TUOLUMNE,TUOLUMNE RIVER,33,33,SAN FRANCISCO PUBLIC UTILITIES COMMISSION,L,,N,PG,X,R,HS,1923,,900,312,0,306,312,0,0,360000,360000,1972,459,H,Y,4/23/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,662605,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Tom McClintock (R),R,CA04,,0,Y,Y,Y,Y,18-APR-16
4115,PRIEST,,,,CA00124,-120.2674,37.8005,,TUOLUMNE,RATTLESNAKE CRK,6,6,SAN FRANCISCO PUBLIC UTILITIES COMMISSION,L,,N,RE,X,RS,HOS,1923,,1000,168,0,157.5,168,0,0,2067.4,2067.4,45.8,0,H,Y,4/24/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,734326,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Tom McClintock (R),R,CA04,,0,Y,Y,Y,Y,18-APR-16
4116,CHERRY VALLEY,LLOYD OR CHERRY LAKE,,,CA00125,-119.9147,37.9743,,TUOLUMNE,CHERRY CREEK,30,30,SAN FRANCISCO PUBLIC UTILITIES COMMISSION,L,,Y,RE,X,R,CHS,1956,,2630,315,0,302.5,315,0,0,273500,273500,1535,114,H,Y,4/24/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,7000000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Tom McClintock (R),R,CA04,,0,Y,Y,Y,Y,18-APR-16
4117,CALAVERAS,,,,CA00126,-121.8185,37.4929,,ALAMEDA,CALAVERAS CREEK,7,7,CITY AND COUNTY OF SAN FRANCISCO,L,,N,RE,X,S,S,1925,,1200,210,0,187.6,210,0,0,100000,100000,1450,98.4,H,Y,1/24/2012,1,Y,"DWR, SAFETY OF DAMS",U,0,,3461000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Eric Swalwell (D),D,CA15,,0,Y,Y,Y,Y,
4118,LOWER CRYSTAL SPRINGS,CRYSTAL SPRINGS RES,,,CA00127,-122.3616,37.5283,,SAN MATEO,SAN MATEO CREEK,2,2,CITY AND COUNTY OF SAN FRANCISCO,L,,N,PG,X,R,S,1888,,600,149,0,138.8,149,0,0,57910,57910,1323,28.71,H,Y,3/21/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,157200,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Jackie Speier (D),D,CA14,,0,Y,Y,Y,Y,
4119,PILARCITOS,,,,CA00128,-122.4233,37.5472,,SAN MATEO,PILARCITOS CRK,10,10,CITY AND COUNTY OF SAN FRANCISCO,L,,N,RE,X,R,S,1866,,520,103,0,95.8,103,0,0,3100,3100,109,3.8,H,Y,9/7/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,371200,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Jackie Speier (D),D,CA14,,0,Y,Y,Y,Y,
4120,SAN ANDREAS,,,,CA00129,-122.4129,37.5798,,SAN MATEO,TR SAN MATEO CR,6,6,CITY AND COUNTY OF SAN FRANCISCO,L,,N,RE,X,S,S,1870,,727,107,0,97,107,0,0,19027,19027,550,4.4,H,Y,9/7/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,540000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Jackie Speier (D),D,CA14,,0,Y,Y,Y,Y,02-DEC-15
4121,STANFORD HEIGHTS,STANFORD HEIGHTS,,,CA00130,-122.4509,37.7416,,SAN FRANCISCO,OFFSTREAM,,0,CITY AND COUNTY OF SAN FRANCISCO,L,,N,RE,X,S,S,1928,,1480,31,0,28.2,31,0,0,37,37,2,0,H,Y,3/6/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,0,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Nancy Pelosi (D),D,CA12,,0,Y,Y,Y,Y,15-DEC-15
